Asset Group,Asset ID,Equipment Type,Manufacturer,Model / Station,Serial Number,Current Office,Last Calibration Service,Next Calibration Due,Notes,Availability Status,Lifecycle Status,Staff,Project ID,Project Name,Location Type,Location,Deployment Date,Retirement Reason,Firmware Version,Pre Amp Serial,Element Serial,Static IP,Carrier,SIM ICCID,Phone Number
Communications,DST160,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.198.2,Bell,89302610103050829223,(613) 293-8617
Communications,DST174,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.192.89,Bell,358643079863069,(343) 550-0866
Communications,DST193,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.194.223,Bell,89302610103049298605,(613) 314-1361
Communications,DST267,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.114.222,Bell,89302610104318387566,(343) 572-0336
Communications,DST522,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.246.186,Bell,89302610104368200000,(343) 549-2544
Communications,DST186,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.194.103,Bell,89302610103049532177,343-548-5675
Communications,DST091,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.242.151,Bell,89302610203057771053,613-327-5462
Communications,DST016,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.142.178.45,Rogers,89302720513012024902,705-618-0951
Communications,DST112,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.254.85,Bell,,(613) 290-6611
Communications,DST508,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.241.225,Bell,89302610104383253222,(343) 543-3163
Communications,DST514,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.240.16,Bell,89302610104383253164,(343) 543-3027
Communications,DST246,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.147,Bell,89302610104318795404,(343) 571-3063
Communications,DST231,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.165.71,Bell,89302610203078387392,(613) 794-5804
Communications,DST297,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.196.46,Bell,89302610104390149918,(343) 571-4187
Communications,DST099,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.196.150,Bell,89302610103038030100,(613) 290-3924
Communications,DST424,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.173,Bell,89302610206415800000,(613) 296-4623
Communications,DST376,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.515.4.135,Rogers,358643075690284,(343) 575-5962
Communications,DST380,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,97.109.23.80,Rogers,89302720533001921694,437-247-8069
Communications,DST461,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.210.22.159,Rogers,89302720554014860794,613-709-4731
Communications,DST465,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.210.22.163,Rogers,89302720554014800000,(613) 709-7266
Communications,DST390,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.180,Rogers,,(416) 662-2453
Communications,DST323,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.199.118,Bell,358643075098819,(613) 314-9572
Communications,DST452,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.243.167,Bell,89302610206419200000,(343) 576-4198
Communications,DST468,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.210.22.166,Rogers,8930272055401480711,(613) 710-0619
Communications,DST389,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.179,Rogers,89302720533001921827,(416) 662-9380
Communications,DST003,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.232.129,Rogers,,705-562-9315
Communications,DST386,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,97.109.23.75,Rogers,89302720533001921744,437-231-9326
Communications,DST413,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.7.75,Bell,89302610206403669558,(343) 575-5192
Communications,DST412,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.4.201,Bell,89302610206403669541,(343) 575-5191
Communications,DST451,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.243.160,Bell,89302610206419212740,(343) 576-3916
Communications,DST402,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.52.128,Bell,89302610206404734856,
Communications,DST434,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.242.182,Bell,89302610104366458673,(343) 576-1636
Communications,DST450,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.243.27,Bell,89302610104366458657,(343) 576-3904
Communications,DST409,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.6.30,,89302610206403669517,(343) 575-5970
Communications,DST407,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.22.25,Bell,89302610206404667841,(613) 296-4879
Communications,DST385,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,97.109.23.76,Rogers,89302720533001921736,437-231-9562
Communications,DST498,Cellular Service,,SIM / ISP,,Ottawa,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.244.62,Bell,89302610104367528466,(613) 290-7146
Communications,DST093,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.230.254,Rogers,89302720415969354755,613-716-9287
Communications,DST232,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.163.57,Bell,89302610104307724647,343-549-9221
Communications,DST294,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.197.214,Bell,89302610104315794533,343-571-4166
Communications,DST047,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.230.232,Rogers,89302720415969354151,613-617-2401
Communications,DST140,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.248.235,Bell,89302610103034044279,343-548-2359
Communications,DST244,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.112.216,Bell,89302610104390149850,343-571-3061
Communications,DST270,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.36,Bell,89302610104318387517,343-572-0345
Communications,DST481,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.242.87,Bell,89302610104363245479,613-294-3907
Communications,DST506,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.240.35,Bell,89302610104383253016,343-543-2754
Communications,DST137,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.249.85,Bell,89302610103034044253,343-548-2361
Communications,DST161,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.205.194,Bell,89302610103050829272,613-294-8768
Communications,DST048,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.33.62,Bell,89302610102024293417,705-665-2729
Communications,DST144,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.248.242,Bell,89302610103034044196,343-548-2371
Communications,DST255,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.113.5,Bell,89302610104314213071,343-571-5697
Communications,DST198,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.206.119,Bell,89302610104302395542,613-324-8728
Communications,DST248,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.176,Bell,89302610104314213048,343-571-5696
Communications,DST119,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.249.22,Bell,89302610103038030894,613-290-6488
Communications,DST229,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.163.94,Bell,89302610203078387384,613-794-5783
Communications,DST133,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.247.15,Bell,89302610103034044113,343-548-2382
Communications,DST155,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.206.202,Bell,89302610103050829280,613-294-8729
Communications,DST310,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.197.194,Bell,89302610104313769065,613-314-8939
Communications,DST276,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.112.244,Bell,89302358643075031430,343-572-0355
Communications,DST040,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.1,Rogers,8930272015969354763,613-716-8746
Communications,DST146,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.35.113,Bell,89302610103047150469,343-550-3295
Communications,DST449,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.96.211,Bell,89302610104366487631,343-5511-357
Communications,DST159,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.198.93,Bell,‘89302610104303900000,343-571-0348
Communications,DST260,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.101,Bell,89302610104314207560,343-571-5800
Communications,DST296,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.197.23,Bell,‘89302610104315794558,343-571-4159
Communications,DST326,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.196.199,Bell,89302610104315794640,343-571-4173
Communications,DST194,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.197.155,Bell,89302610103049298597,613-314-1363
Communications,DST072,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.185,Rogers,89302720523027749096,343-996-1142
Communications,DST469,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.210.22.167,Rogers,89302720554014860703,613-710-0475
Communications,DST036,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.230.235,Rogers,89302720415959354193,613-617-1992
Communications,DST497,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.247.148,Bell,89302610104367528458,613-290-7130
Communications,DST426,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.22.32,Bell,89302610206415825198,613-296-4375
Communications,DST361,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.58.69,Bell,89302610206403974453,343-575-1921
Communications,DST366,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.58.69,Bell,89302610206403974453,343-575-1921
Communications,DST431,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.56.54,Bell,89302610206403974990,343-575-1930
Communications,DST405,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.67,Bell,89302610206404667825,613-296-4953
Communications,DST425,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.155.29,Bell,89302610206415824290,613-296-4742
Communications,DST400,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.7.33,Bell,89302610206404745233,343-575-5969
Communications,DST524,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.199.85,Bell,89302610104368250235,343-549-6308
Communications,DST182,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.199.47,Bell,89302610103049532136,343-548-1644
Communications,DST131,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.248.156,Bell,89302610103034044139,343-548-2380
Communications,DST046,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.251.162,Bell,89302610102019289651,613-407-4113
Communications,DST455,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.243.221,Bell,89302610206419212336,343-542-1801
Communications,DST367,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.57.189,Bell,89302610206403975005,343-575-1938
Communications,DST358,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.58.148,Bell,89302610206404105784,416-577-5373
Communications,DST530,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.46,Bell,89302610104352771360,437-448-9587
Communications,DST487,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.247.136,Bell,89302610104367530041,343-548-2653
Communications,DST529,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.226,Bell,89302610104352771386,437-448-7711
Communications,DST427,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.57.146,Bell,89302610104366458749,343-576-1712
Communications,DST527,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.22.246,Bell,89302610104352771428,437-431-2928
Communications,DST441,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.186,Bell,89302610104366458616,343-576-3164
Communications,DST432,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.122,Bell,89302610104366458798,343-576-1634
Communications,DST528,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.247,Bell,89302610104352771436,416-557-9331
Communications,DST525,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.5.143,Bell,89302610104352771402,437-441-4696
Communications,DST526,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.7.210,Bell,89302610104352771410,437-446-5366
Communications,DST534,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.51,Bell,89302610104352771394,416-884-3273
Communications,DST444,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.240.13,Bell,89302610104366458640,343-576-3045
Communications,DST495,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.166.244,Bell,89302610104367528664,613-290-6962
Communications,DST532,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.120,Bell,89302610104352771378,437-449-1475
Communications,DST531,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.23.111,Bell,89302610104352771444,416-347-3197
Communications,DST406,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.20.17,Bell,89302610206404667833,613-296-4936
Communications,DST533,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.22.209,Bell,89302610104352771352,416-459-7458
Communications,DST428,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.141,Bell,89302610104366458756,343-576-1908
Communications,DST050,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.32.224,Bell,89302610102024290363,343-540-5341
Communications,DST423,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.22.117,Bell,89302610206415824274,613-296-4692
Communications,DST042,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,184.151.32.240,Bell,89302610102024290355,343-540-5892
Communications,DST397,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,97.109.23.73,Rogers,89302720533001921769,437-227-0134
Communications,DST399,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,97.109.23.74,Rogers,89302720533001921751,437-230-4335
Communications,DST362,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.57.40,Bell,89302610206403974479,343-575-1923
Communications,DST364,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.145.115,Bell,89302610206403974487,343-575-1933
Communications,DST458,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.97.147,Bell,89302353968092229427,343-573-9875
Communications,DST439,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.240.50,Bell,89302610104366458731,343-576-2178
Communications,DST408,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.21.78,Bell,89302610206404667817,613-296-5073
Communications,DST437,Cellular Service,,SIM / ISP,,Toronto,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.242.38,Bell,89302610104366458707,343-576-1853
Communications,DST457,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.205,Bell,,
Communications,DST138,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.241.142,Bell,,
Communications,DST250,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.240,Rogers,,
Communications,DST029,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.142.186.215,Rogers,,
Communications,DST062,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.195,Rogers,,
Communications,DST226,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.161.246,Bell,,
Communications,DST316,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.196.202,Bell,,
Communications,DST305,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.154.250,Bell,,
Communications,DST348,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.59.90,Bell,,
Communications,DST220,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.207.104,Bell,,
Communications,DST211,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.19.99,Rogers,,
Communications,DST121,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.254.10,Bell,,
Communications,DST038,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.230.230,Rogers,,
Communications,DST230,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.241,Rogers,,
Communications,DST153,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.19.98,Rogers,,
Communications,DST070,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.172,Rogers,,
Communications,DST313,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.243,Rogers,,
Communications,DST035,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.142.184.167,Rogers,,
Communications,DST126,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.159.229,Bell,,
Communications,DST355,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.16.38,Rogers,,
Communications,DST332,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.245,Rogers,,
Communications,DST311,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.199.152,Bell,,
Communications,DST185,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.196.89,Bell,,
Communications,DST327,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.19.93,Rogers,,
Communications,DST114,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,76.70.254.41,Bell,,
Communications,DST064,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.174,Rogers,,
Communications,DST420,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,161.216.20.229,Bell,,
Communications,DST445,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,70.28.241.240,Bell,,
Communications,DST245,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.242,Rogers,,
Communications,DST298,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.196.28,Bell,,
Communications,DST109,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,74.198.19.130,Rogers,,
Communications,DST242,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,174.90.115.181,Bell,,
Communications,DST517,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,99.212.83.248,Rogers,,
Communications,DST071,Cellular Service,,SIM / ISP,,SWO,,,,Deployed or NOT Available,Active,,,,,,,,,,,72.139.231.173,Rogers,,
Communications,DST453,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,70.28.240.222,Bell,,
Communications,DST044,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,184.151.33.41,Bell,,
Communications,DST210,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,70.28.203.84,Bell,,
Communications,DST438,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,70.28.241.113,Bell,,
Communications,DST258,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,174.90.115.131,Bell,,
Communications,DST208,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,70.28.194.104,Bell,,
Communications,DST466,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,99.210.22.164,Rogers,,
Communications,DST460,Cellular Service,,SIM / ISP,,SWO,,,,Available,Active,,,,,,,,,,,97.109.23.84,Rogers,,
Communications,DST375,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,184.151.6.51,,,
Communications,DST247,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.113.220,,,
Communications,DST127,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,76.70.254.180,,,
Communications,DST097,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,72.139.231.191,,,
Communications,DST357,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,161.216.59.43,,,
Communications,DST191,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,70.28.200.240,,,
Communications,DST014,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,72.142.178.43,,,
Communications,DST273,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.112.247,,,
Communications,DST021,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,72.142.179.81,,,
Communications,DST214,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,70.28.198.213,,,
Communications,DST280,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.197.77,,,
Communications,DST100,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.98.206,,,
Communications,DST505,Cellular Service,,SIM / ISP,,Thunder Bay,,,,Available,Active,,,,,,,,,,,76.70.241.70,,,
Communications,DST101,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,184.151.7.168,,,
Communications,DST069,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,72.139.231.201,,,
Communications,DST237,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.113.15,,,
Communications,DST359,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,161.216.59.81,,,
Communications,DST217,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,70.28.206.63,,,
Communications,DST096,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,72.139.231.198,,,
Communications,DST275,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,174.90.199.143,,,
Communications,DST179,Cellular Service,,SIM / ISP,,Sudbury,,,,Available,Active,,,,,,,,,,,70.28.193.113,,,
